Title,Price,Area,Area-Type
"3 BHK 1555 Sqft Apartment for Sale in Derebail, Mangalore.",76 Lakhs,1555 sqft,Super Area
"4356 Sq. ft Plot for Sale in Mangalore Airport, Mangalore",4 Lakhs,4356 sqft,Super Area
"2 BHK 1265 Sq. ft Apartment for Sale in Bondel, Mangalore",79.06 Lakh,1265 sqft,Super Area
"2 BHK 1165 Sq. ft Apartment for Sale in Mannagudda, Mangalore",72.81 Lakh,1165 sqft,Super Area
"2 BHK 1115 Sq. ft Apartment for Sale in Kadri, Mangalore",77.49 Lakh,1115 sqft,Super Area
"4000 Sqft Plot For Sale in B.C Road, Mangalore",66 Lakhs,4000 sqft,Super Area
"3 BHK 3300 Sqft Apartment for Sale in Kadri, Mangalore",1.91 Crore,3300 sqft,Super Area
"3 BHK 1870 Sqft Apartment for Sale in Kulai, Mangalore",1.14 Crore,1870 sqft,Super Area
"2 BHK 1200 Sqft Apartment for Sale in Derebail, Mangalore",56 Lakhs,1200 sqft,Super Area
"2 BHK 940 Sqft Apartment for Sale in Mary Hill, Mangalore",26.32 Lakh,940 sqft,Super Area
"2 BHK 1295 Sqft Apartment for Sale in Kadri, Mangalore",41.99 Lakh,1295 sqft,Super Area
"3 BHK 1400 Sqft Apartment for Sale in Attavar, Mangalore",56 Lakhs,1400 sqft,Super Area
"1 BHK 605 Sqft Apartment for Sale in Attavar, Mangalore",24.20 Lakh,605 sqft,Super Area
"2 BHK 1133 Sqft. Apartment for Sale in Neermarga, Mangalore.",55 Lakhs,1133 sqft,Super Area
"3 BHK Villa for Sale in Vyasa Nagar, Mangalore",89 Lakhs,1265 sqft,Super Area
"2 BHK Apartment for Sale in Pandeshwar, Mangalore",63.04 Lakh,1150 sqft,Super Area
"3 BHK Apartment for Sale in Attavar, Mangalore",68 Lakhs,1180 sqft,Super Area
"1 BHK 659 Sqft Apartment for Sale in Derebail, Mangalore",34.46 Lakh,659 sqft,Super Area
"2 BHK Apartment for Sale in Pandeshwar, Mangalore",67.43 Lakh,1230 sqft,Super Area
"3 BHK Apartment for Sale in Kadri, Mangalore",45.44 Lakh,1515 sqft,Super Area
"2 BHK Apartment for Sale in Kodailbail, Mangalore",54.51 Lakh,1138 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",41.85 Lakh,930 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",42.34 Lakh,941 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",45.58 Lakh,1013 sqft,Super Area
"1 BHK Apartment for Sale in Bondel, Mangalore",28.12 Lakh,625 sqft,Super Area
"3 BHK Apartment for Sale in Kottara, Mangalore",1.30 Crore,1835 sqft,Super Area
"2 BHK Apartment for Sale in Kottara, Mangalore",90 Lakhs,1285 sqft,Super Area
"3 BHK Apartment for Sale in Kottara, Mangalore",1.10 Crore,1600 sqft,Super Area
"2 BHK Apartment for Sale in Kottara, Mangalore",78 Lakhs,1115 sqft,Super Area
"2 BHK 844 Sqft Apartment for Sale in B.C Road, Mangalore",34 Lakhs,844 sqft,Super Area
"3 BHK Apartment for Sale in Bondel, Mangalore",66.61 Lakh,1753 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",41.80 Lakh,1100 sqft,Super Area
"3 BHK Apartment for Sale in Attavar, Mangalore",68 Lakhs,1180 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",53.20 Lakh,1400 sqft,Super Area
"3 BHK Apartment for Sale in Bondel, Mangalore",87.02 Lakh,2290 sqft,Super Area
"2 BHK Apartment for Sale in Kulai, Mangalore",59.68 Lakh,975 sqft,Super Area
"3 BHK 1691 Sqft Apartment for Sale in Derebail, Mangalore",88.41 Lakh,1691 sqft,Super Area
"3 BHK Apartment for Sale in Derebail, Mangalore",72.15 Lakh,1380 sqft,Super Area
"3 BHK Villa for Sale in Puttur, Mangalore",1.25 Crore,1700 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",42.34 Lakh,941 sqft,Super Area
"4+ BHK Apartment for Sale in Shivabaugh, Mangalore",3.91 Crore,5052 sqft,Super Area
"3 BHK Apartment for Sale in Attavar, Mangalore",1.11 Crore,1855 sqft,Super Area
"3 BHK Apartment for Sale in Attavar, Mangalore",80 Lakhs,1450 sqft,Super Area
"5200 Sq. ft Plot for Sale in Derlakatte, Mangalore",54 Lakhs,5200 sqft,Super Area
"3 BHK Apartment for Sale in Padil, Mangalore",80 Lakhs,1660 sqft,Super Area
"3 BHK 2315 Sq.ft, Apartment for Sale in Kodailbail, Mangalore.",1.67 Crore,2315 sqft,Super Area
"3 BHK 1915 Sq.ft, Apartment for Sale in Kodailbail, Mangalore.",1.38 Crore,1915 sqft,Super Area
"1 BHK 634 Sq.ft, Apartment for Sale in Surathkal, Mangalore.",23.77 Lakh,634 sqft,Super Area
"1 BHK 645 Sq.ft, Apartment for Sale in Surathkal, Mangalore.",24.18 Lakh,645 sqft,Super Area
"2 BHK 915 Sq.ft, Apartment for Sale in Surathkal, Mangalore.",34.31 Lakh,915 sqft,Super Area
"2 BHK 1170 Sq.ft, Apartment for Sale in Surathkal, Mangalore.",43.87 Lakh,1170 sqft,Super Area
"3 BHK 1505 Sqft Apartment for Sale in Bejai, Mangalore.",75.25 Lakh,1505 sqft,Super Area
"2 BHK 1090 Sqft Apartment for Sale in Bejai, Mangalore.",54.50 Lakh,1090 sqft,Super Area
"2 BHK 1015 Sqft Apartment for Sale in Bejai, Mangalore.",50.75 Lakh,1015 sqft,Super Area
"4360 Sq. ft Plot for Sale in Moodabidiri, Mangalore",12.50 Lakh,4360 sqft,Super Area
"4 BHK 4250 Sq.ft, Apartment for Sale in Kadri, Mangalore.",3.75 Crore,4250 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",41.85 Lakh,930 sqft,Super Area
"3 BHK Apartment for Sale in Kadri, Mangalore",87.05 Lakh,1665 sqft,Super Area
"2 BHK Apartment for Sale in Kulai, Mangalore",74.99 Lakh,1225 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",42.34 Lakh,941 sqft,Super Area
"2 BHK Apartment for Sale in Pandeshwar, Mangalore",67.43 Lakh,1230 sqft,Super Area
"4+ BHK Apartment for Sale in Shivabaugh, Mangalore",5.03 Crore,6500 sqft,Super Area
"4 BHK 4250 Sq.ft, Apartment for Sale in Kadri, Mangalore.",3.75 Crore,4250 sqft,Super Area
"1 BHK 875 Sq.ft, Apartment for Sale in Gandhi Nagar, Mangalore.",53.84 Lakh,875 sqft,Super Area
"2 BHK 1105 Sq.ft, Apartment for Sale in Gandhi Nagar, Mangalore.",68 Lakhs,1105 sqft,Super Area
"3 BHK 1612 Sq.ft, Apartment for Sale in Bendoor, Mangalore.",1.20 Crore,1612 sqft,Super Area
"3 BHK 1344 Sq.ft, Apartment for Sale in Gandhi Nagar, Mangalore.",82.70 Lakh,1344 sqft,Super Area
"3 BHK 2132 Sq.ft, Apartment for Sale in Bendoor, Mangalore.",1.58 Crore,2132 sqft,Super Area
"4 BHK 2645 Sq.ft, Apartment for Sale in Bendoor, Mangalore.",1.97 Crore,2645 sqft,Super Area
"2 BHK 1504 Sq.ft, Apartment for Sale in Mannagudda, Mangalore.",97.76 Lakh,1504 sqft,Super Area
"2 BHK 1406 Sq.ft, Apartment for Sale in Mannagudda, Mangalore.",91.39 Lakh,1406 sqft,Super Area
"2 BHK 1390 Sq.ft, Apartment for Sale in Chilambi, Mangalore.",75.06 Lakh,1390 sqft,Super Area
"2 BHK 800 Sq.ft, Apartment for Sale in Kodikal, Mangalore.",44 Lakhs,800 sqft,Super Area
"2 BHK 976 Sq.ft, Apartment for Sale in Kodikal, Mangalore.",53.68 Lakh,976 sqft,Super Area
"3 BHK 1500 Sq.ft, Apartment for Sale in Mannagudda, Mangalore.",91.50 Lakh,1500 sqft,Super Area
"2 BHK 1060 Sq.ft, Apartment for Sale in Mannagudda, Mangalore.",64.66 Lakh,1060 sqft,Super Area
"2 BHK 1190 Sq.ft, Apartment for Sale in Mannagudda, Mangalore.",72.59 Lakh,1190 sqft,Super Area
"3 BHK Apartment for Sale in Kottara, Mangalore",1.10 Crore,1600 sqft,Super Area
"3 BHK Villa for Sale in Vyasa Nagar, Mangalore",89 Lakhs,1265 sqft,Super Area
"3 BHK Apartment for Sale in Mannagudda, Mangalore",85.78 Lakh,1430 sqft,Super Area
"2 BHK 1190 Sqft Apartment for Sale in Mannagudda, Mangalore",71.38 Lakh,1190 sqft,Super Area
"3 BHK 1770 Sqft Apartment for Sale in Derebail, Mangalore",1.25 Crore,1770 sqft,Super Area
"2 BHK Apartment for Sale in Kadri, Mangalore",67.18 Lakh,1285 sqft,Super Area
"3 BHK 1440 Sq.ft, Apartment for Sale in Kodikal, Mangalore.",66 Lakhs,1440 sqft,Super Area
"2 BHK 1190 Sq.ft, Apartment for Sale in Mannagudda, Mangalore.",72.59 Lakh,1190 sqft,Super Area
"3 BHK 1430 Sq.ft, Apartment for Sale in Mannagudda, Mangalore.",87.23 Lakh,1430 sqft,Super Area
"2000 Sq. ft Plot for Sale in Urwa, Mangalore",40 Lakhs,2000 sqft,Super Area
"2000 Sq. ft Plot for Sale in Urwa, Mangalore",40 Lakhs,2000 sqft,Super Area
"2 BHK 1180 Sqft Apartment for Sale in Kodailbail, Mangalore.",76.70 Lakh,1180 sqft,Super Area
"3 BHK 1550 Sqft Apartment for Sale in Kodailbail, Mangalore.",1 Crore,1550 sqft,Super Area
"3 BHK 1740 Sqft Apartment for Sale in Kodailbail, Mangalore.",1.13 Crore,1740 sqft,Super Area
"2 BHK 1100 Sqft Apartment for Sale in Kodailbail, Mangalore.",71.50 Lakh,1100 sqft,Super Area
"2 BHK 1090 Sqft Apartment for Sale in Bejai, Mangalore.",54.50 Lakh,1090 sqft,Super Area
"2 BHK 1290 Sqft Apartment for Sale in Kankanady, Mangalore.",86.43 Lakh,1290 sqft,Super Area
"2 BHK 1015 Sqft Apartment for Sale in Bejai, Mangalore.",50.75 Lakh,1015 sqft,Super Area
"3 BHK 1505 Sqft Apartment for Sale in Bejai, Mangalore.",75.25 Lakh,1505 sqft,Super Area
"3 BHK 1350 Sqft Apartment for Sale in Kankanady, Mangalore.",90.45 Lakh,1350 sqft,Super Area
"2 BHK 1175 Sqft Apartment for Sale in Bejai, Mangalore.",74.02 Lakh,1175 sqft,Super Area
"3 BHK 1465 Sqft Apartment for Sale in Bondel, Mangalore",65 Lakhs,1465 sqft,Super Area
"1 BHK 659 Sqft Apartment for Sale in Derebail, Mangalore",34.46 Lakh,659 sqft,Super Area
"2 BHK Apartment for Sale in Yeyyadi, Mangalore",61.39 Lakh,1600 sqft,Super Area
"3 BHK Villa for Sale in Vyasa Nagar, Mangalore",89 Lakhs,1265 sqft,Super Area
"3 BHK Apartment for Sale in Kadri, Mangalore",52.81 Lakh,1515 sqft,Super Area
"3 BHK 1691 Sqft Apartment for Sale in Derebail, Mangalore",88.41 Lakh,1691 sqft,Super Area
"3 BHK 1706 Sqft Apartment for Sale in Bejai, Mangalore.",1.07 Crore,1706 sqft,Super Area
"2 BHK 1050 Sqft Apartment for Sale in Bejai, Mangalore.",66.15 Lakh,1050 sqft,Super Area
"3 BHK 1753 Sqft Apartment for Sale in Bejai, Mangalore.",1.10 Crore,1753 sqft,Super Area
"3 BHK 1500 Sqft Apartment for Sale in Gandhi Nagar, Mangalore.",82.50 Lakh,1500 sqft,Super Area
"3 BHK 1490 Sqft Apartment for Sale in Moodabidiri, Mangalore.",52.15 Lakh,1490 sqft,Super Area
"3 BHK Apartment for Sale in Derebail, Mangalore",68 Lakhs,1360 sqft,Super Area
"1100 Sq.ft Plot for Sale in Puttur, Mangalore",15.40 Lakh,1100 sqft,Super Area
"1750 Sq.ft Plot for Sale in Puttur, Mangalore",25.37 Lakh,1750 sqft,Super Area
"2485 Sq.ft Plot for Sale in Kudupu, Mangalore",48.49 Lakh,2485 sqft,Super Area
"2178 Sq.ft Plot for Sale in Kudupu, Mangalore",42.50 Lakh,2178 sqft,Super Area
"1 BHK 650 Sqft Apartment for Sale in Kudupu, Mangalore.",24.70 Lakh,650 sqft,Super Area
"3 BHK 1200 Sqft Apartment for Sale in Kudupu, Mangalore.",45 Lakhs,1200 sqft,Super Area
"2 BHK 950 Sqft Apartment for Sale in Kudupu, Mangalore.",35 Lakhs,950 sqft,Super Area
"2 BHK 750 Sqft Apartment for Sale in Kudupu, Mangalore.",27 Lakhs,750 sqft,Super Area
"2 BHK 1200 Sqft Apartment for Sale in Kottara, Mangalore.",60 Lakhs,1200 sqft,Super Area
"3 BHK Apartment for Sale in Attavar, Mangalore",1.11 Crore,1855 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",41.85 Lakh,930 sqft,Super Area
"3 BHK Apartment for Sale in Attavar, Mangalore",80 Lakhs,1450 sqft,Super Area
"2 BHK Apartment for Sale in Yeyyadi, Mangalore",60.20 Lakh,1350 sqft,Super Area
"2 BHK Apartment for Sale in Kadri, Mangalore",67.18 Lakh,1285 sqft,Super Area
"2 BHK Apartment for Sale in Kadri, Mangalore",76.37 Lakh,1115 sqft,Super Area
"2 BHK 1200 Sqft Apartment for Sale in Kottara, Mangalore.",60 Lakhs,1200 sqft,Super Area
"3 BHK 1440 Sqft Apartment for Sale in Kottara, Mangalore.",72 Lakhs,1440 sqft,Super Area
"2 BHK, 1175 Sqft Apartment for Sale in Kottara, Mangalore",57.62 Lakh,1175 sqft,Super Area
"3 BHK 1800 Sqft Apartment for Sale in Chilambi, Mangalore.",80 Lakhs,1800 sqft,Super Area
"3 BHK 1320 Sqft Apartment for Sale in Shaktinagar, Mangalore.",54.12 Lakh,1320 sqft,Super Area
"4 BHK 3477 Sqft Apartment for Sale in Chilambi, Mangalore.",2.78 Crore,3477 sqft,Super Area
"3 BHK 2363 Sqft Apartment for Sale in Chilambi, Mangalore.",1.90 Crore,2363 sqft,Super Area
"2 BHK 1100 Sqft Apartment for Sale in Shaktinagar, Mangalore.",45.10 Lakh,1100 sqft,Super Area
"3 BHK 2298 Sqft Apartment for Sale in Chilambi, Mangalore.",1.80 Crore,2298 sqft,Super Area
"4 BHK 3366 Sqft Apartment for Sale in Chilambi, Mangalore.",2.62 Crore,3366 sqft,Super Area
"3 BHK Apartment for Sale in Kodailbail, Mangalore",1 Crore,1550 sqft,Super Area
"2200 Sqft Plot for Sale in Puttur, Mangalore",30.80 Lakh,2200 sqft,Super Area
"1350 Sqft Plot for Sale in Puttur, Mangalore",18.22 Lakh,1350 sqft,Super Area
"3 BHK Apartment for Sale in Kankanady, Mangalore",90.45 Lakh,1350 sqft,Super Area
"2 BHK Apartment for Sale in Bejai, Mangalore",50.75 Lakh,1015 sqft,Super Area
"2 BHK 1013 Sqft Apartment for Sale in Bondel, Mangalore",45.58 Lakh,1013 sqft,Super Area
"2 BHK Apartment for Sale in Pandeshwar, Mangalore",58.02 Lakh,1230 sqft,Super Area
"2 BHK Apartment for Sale in Kulai, Mangalore",74.99 Lakh,1225 sqft,Super Area
"3 BHK Apartment for Sale in Derebail, Mangalore",84.07 Lakh,1608 sqft,Super Area
"2 BHK Apartment for Sale in Yeyyadi, Mangalore",66.36 Lakh,1600 sqft,Super Area
"3 BHK Apartment for Sale in Kottara, Mangalore",1.10 Crore,1600 sqft,Super Area
"2 BHK Apartment for Sale in Kankanady, Mangalore",86.43 Lakh,1290 sqft,Super Area
"3 BHK Apartment for Sale in Bejai, Mangalore",75.25 Lakh,1505 sqft,Super Area
"3 BHK Apartment for Sale in Gandhi Nagar, Mangalore",60.48 Lakh,1344 sqft,Super Area
"2 BHK Apartment for Sale in Gandhi Nagar, Mangalore",49.72 Lakh,1105 sqft,Super Area
"2 BHK Apartment for Sale in Bejai, Mangalore",74.75 Lakh,1150 sqft,Super Area
"3 BHK Apartment for Sale in Bejai, Mangalore",84.50 Lakh,1300 sqft,Super Area
"2 BHK Apartment for Sale in Gandhi Nagar, Mangalore",54 Lakhs,1200 sqft,Super Area
"1 BHK Apartment for Sale in Gandhi Nagar, Mangalore",39.37 Lakh,875 sqft,Super Area
"2 BHK Apartment for Sale in Kodikal, Mangalore",36.80 Lakh,800 sqft,Super Area
"3 BHK Apartment for Sale in Kodailbail, Mangalore",1 Crore,1550 sqft,Super Area
"2 BHK Apartment for Sale in Kodikal, Mangalore",45.49 Lakh,989 sqft,Super Area
"2 BHK Apartment for Sale in Bejai, Mangalore",69.87 Lakh,1075 sqft,Super Area
"2 BHK Apartment for Sale in Mannagudda, Mangalore",63.58 Lakh,1060 sqft,Super Area
"2200 Sqft Plot for Sale in Puttur, Mangalore",30.80 Lakh,2200 sqft,Super Area
"1350 Sqft Plot for Sale in Puttur, Mangalore",18.22 Lakh,1350 sqft,Super Area
"2 BHK Apartment for Sale in Kulai, Mangalore",69.36 Lakh,1225 sqft,Super Area
"3 BHK Apartment for Sale in Attavar, Mangalore",1.11 Crore,1855 sqft,Super Area
"2 BHK 1013 Sqft Apartment for Sale in Bondel, Mangalore",45.58 Lakh,1013 sqft,Super Area
"2 BHK Apartment for Sale in Kadri, Mangalore",33.46 Lakh,960 sqft,Super Area
"3 BHK Villa for Sale in Vyasa Nagar, Mangalore",89 Lakhs,1265 sqft,Super Area
"2 BHK Apartment for Sale in Pandeshwar, Mangalore",63.04 Lakh,1150 sqft,Super Area
"2 BHK Apartment for Sale in Surathkal, Mangalore",36.27 Lakh,1170 sqft,Super Area
"2 BHK Apartment for Sale in Surathkal, Mangalore",39.15 Lakh,955 sqft,Super Area
"3 BHK Apartment for Sale in Surathkal, Mangalore",60.68 Lakh,1480 sqft,Super Area
"2 BHK Apartment for Sale in Kadri, Mangalore",97.87 Lakh,1450 sqft,Super Area
"2 BHK Apartment for Sale in Kodailbail, Mangalore",71.50 Lakh,1100 sqft,Super Area
"3 BHK Apartment for Sale in Kodailbail, Mangalore",1.28 Crore,1915 sqft,Super Area
"3 BHK Apartment for Sale in Kodailbail, Mangalore",1.55 Crore,2315 sqft,Super Area
"2 BHK Apartment for Sale in Mannagudda, Mangalore",71.38 Lakh,1190 sqft,Super Area
"2 BHK Apartment for Sale in Kankanady, Mangalore",86.43 Lakh,1290 sqft,Super Area
"1 BHK Apartment for Sale in Surathkal, Mangalore",19.99 Lakh,645 sqft,Super Area
"3 BHK Apartment for Sale in Bejai, Mangalore",75.25 Lakh,1505 sqft,Super Area
"3 BHK Apartment for Sale in Gandhi Nagar, Mangalore",60.48 Lakh,1344 sqft,Super Area
"2 BHK Apartment for Sale in Gandhi Nagar, Mangalore",49.72 Lakh,1105 sqft,Super Area
"2 BHK Apartment for Sale in Bejai, Mangalore",74.75 Lakh,1150 sqft,Super Area
"3 BHK Apartment for Sale in Bejai, Mangalore",84.50 Lakh,1300 sqft,Super Area
"2 BHK Apartment for Sale in Kulai, Mangalore",69.36 Lakh,1225 sqft,Super Area
"2 BHK Apartment for Sale in Kadri, Mangalore",28.79 Lakh,960 sqft,Super Area
"4+ BHK Apartment for Sale in Shivabaugh, Mangalore",4.18 Crore,5052 sqft,Super Area
"2 BHK Apartment for Sale in Pandeshwar, Mangalore",62.73 Lakh,1230 sqft,Super Area
"2 BHK Apartment for Sale in Kadri, Mangalore",33.46 Lakh,960 sqft,Super Area
"2 BHK Apartment for Sale in Kulai, Mangalore",74.99 Lakh,1225 sqft,Super Area
"2 BHK Apartment for Sale in Kodikal, Mangalore",45.49 Lakh,989 sqft,Super Area
"1 BHK Apartment for Sale in Surathkal, Mangalore",19.99 Lakh,645 sqft,Super Area
"1 BHK 677 Sqft Apartment for Sale in Konchady, Mangalore",35.40 Lakh,677 sqft,Super Area
"2 BHK 1225 Sqft Apartment for Sale in Konchady, Mangalore",64.05 Lakh,1225 sqft,Super Area
"3 BHK 1380 Sqft Apartment for Sale in Konchady, Mangalore",72.15 Lakh,1380 sqft,Super Area
"2 BHK Apartment for Sale in Mannagudda, Mangalore",97.76 Lakh,1504 sqft,Super Area
"3 BHK Apartment for Sale in Mannagudda, Mangalore",1.65 Crore,2543 sqft,Super Area
"3 BHK 1490 Sqft Apartment for Sale in Kodiabail, Mangalore",77.90 Lakh,1490 sqft,Super Area
"3 BHK 1691 Sqft Apartment for Sale in Kodiabail, Mangalore",88.41 Lakh,1691 sqft,Super Area
"3 BHK 1608 Sqft Apartment for Sale in Konchady, Mangalore",84.07 Lakh,1608 sqft,Super Area
"1 BHK 659 Sqft Apartment for Sale in Konchady, Mangalore",34.46 Lakh,659 sqft,Super Area
"2 BHK 1285 Sqft Apartment for Sale in Konchady, Mangalore",67.18 Lakh,1285 sqft,Super Area
"2 BHK 1254 Sqft Apartment for Sale in Konchady, Mangalore",65.56 Lakh,1254 sqft,Super Area
"1 BHK 659 Sqft Apartment for Sale in Kodiabail, Mangalore",34.46 Lakh,659 sqft,Super Area
"3 BHK 1380 Sqft Apartment for Sale in Kavoor, Mangalore",72.15 Lakh,1380 sqft,Super Area
"2 BHK Apartment for Sale in Bondel, Mangalore",71.50 Lakh,1265 sqft,Super Area
"3 BHK 1265 Sq.ft, Villa for Sale in Vas Lane, Mangalore",89 Lakhs,1265 sqft,Super Area
"3 BHK Apartment for Rent in Kadri, Mangalore","16,000",1600 sqft,Super Area
"2 BHK 1200 Sqft Apartment for Sale in Mannagudda, Mangalore",69.40 Lakh,1200 sqft,Super Area
"3 BHK Apartment for Sale in Derebail, Mangalore",68 Lakhs,1360 sqft,Super Area
"2 BHK Apartment for Sale in Mannagudda, Mangalore",71.39 Lakh,1165 sqft,Super Area
"3 BHK 1691 Sqft Apartment for Sale in Kodiabail, Mangalore",88.41 Lakh,1691 sqft,Super Area
"3 BHK 1380 Sqft Apartment for Sale in Kavoor, Mangalore",72.15 Lakh,1380 sqft,Super Area
"3 BHK 1490 Sqft Apartment for Sale in Karangalpady, Mangalore",77.90 Lakh,1490 sqft,Super Area
"3 BHK 1691 Sqft Apartment for Sale in Karangalpady, Mangalore",88.41 Lakh,1691 sqft,Super Area
"2 BHK 1109 Sqft Apartment for Sale in Kankanady, Mangalore",57.98 Lakh,1109 sqft,Super Area
"2 BHK 1109 Sqft Apartment for Sale in Karangalpady, Mangalore",57.98 Lakh,1109 sqft,Super Area
"3 BHK 1230 Sqft Apartment for Sale in Karangalpady, Mangalore",64.31 Lakh,1230 sqft,Super Area
"3 BHK 1230 Sqft Apartment for Sale in Kankanady, Mangalore",64.31 Lakh,1230 sqft,Super Area
"2 BHK 1109 Sqft Apartment for Sale in Kadri, Mangalore",57.98 Lakh,1109 sqft,Super Area
"3 BHK 1490 Sqft Apartment for Sale in Kadri, Mangalore",77.90 Lakh,1490 sqft,Super Area
"1 BHK 659 Sqft Apartment for Sale in Kadri, Mangalore",34.46 Lakh,659 sqft,Super Area
"3 BHK 1608 Sqft Apartment for Sale in Konchady, Mangalore",84.07 Lakh,1608 sqft,Super Area
"1 BHK 659 Sqft Apartment for Sale in Konchady, Mangalore",34.46 Lakh,659 sqft,Super Area
"2 BHK 1254 Sqft Apartment for Sale in Konchady, Mangalore",65.56 Lakh,1254 sqft,Super Area
"2 BHK 1285 Sqft Apartment for Sale in Konchady, Mangalore",67.18 Lakh,1285 sqft,Super Area
"3 BHK Apartment for Sale in Kottara, Mangalore",72 Lakhs,1440 sqft,Super Area
"3 BHK Apartment for Sale in Kulai, Mangalore",80 Lakhs,1600 sqft,Super Area
"2 BHK 1040 Sqft Apartment for Sale in Yeyyadi, Mangalore.",43.68 Lakh,1040 sqft,Super Area
"2 BHK 1091 Sqft Apartment for Sale in Derebail, Mangalore",50.69 Lakh,1091 sqft,Super Area
"3 BHK Apartment for Sale in Derebail, Mangalore",60 Lakhs,1500 sqft,Super Area
"4+ BHK 6500 Sqft Apartment for Sale in Shivabaugh, Mangalore.",4.87 Crore,6500 sqft,Super Area
"1 BHK 659 Sqft Apartment for Sale in Kodiabail, Mangalore",34.46 Lakh,659 sqft,Super Area
"2 BHK 1109 Sqft Apartment for Sale in Jeppinamogaru, Mangalore",57.98 Lakh,1109 sqft,Super Area
"2 BHK 1225 Sqft Apartment for Sale in Karangalpady, Mangalore",64.05 Lakh,1225 sqft,Super Area
"3 BHK 1665 Sqft Villa for Sale in Karangalpady, Mangalore",87.05 Lakh,1665 sqft,Super Area
"3 BHK 1608 Sqft Apartment for Sale in Karangalpady, Mangalore",84.07 Lakh,1608 sqft,Super Area
"1 BHK 659 Sqft Apartment for Sale in Karangalpady, Mangalore",34.46 Lakh,659 sqft,Super Area
"2 BHK 1285 Sqft Apartment for Sale in Karangalpady, Mangalore",67.18 Lakh,1285 sqft,Super Area
"3 BHK 1608 Sqft Apartment for Sale in Kodiabail, Mangalore",84.07 Lakh,1608 sqft,Super Area
"3 BHK 1665 Sqft Villa for Sale in Kodiabail, Mangalore",87.05 Lakh,1665 sqft,Super Area
"2 BHK 1285 Sqft Apartment for Sale in Kodiabail, Mangalore",67.18 Lakh,1285 sqft,Super Area
"3 BHK 1665 Sqft Villa for Sale in Kavoor, Mangalore",87.05 Lakh,1665 sqft,Super Area
"2 BHK 1225 Sqft Apartment for Sale in Kadri, Mangalore",64.05 Lakh,1225 sqft,Super Area
"1 BHK 677 Sqft Apartment for Sale in Kadri, Mangalore",35.40 Lakh,677 sqft,Super Area
"2 BHK 1254 Sqft Apartment for Sale in Kadri, Mangalore",65.56 Lakh,1254 sqft,Super Area
"3 BHK 1608 Sqft Apartment for Sale in Kadri, Mangalore",84.07 Lakh,1608 sqft,Super Area
